Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
64,35,Ashley Westwood,72,53,61,74,71,68,73,CDM,60,47,55,72,65,56,64,71,75,77,74,73,79,72,78,69,73,69,74,69,60,70,67,67,67,82,67,77,33,Medium,Medium,33,Right,17,MLS,England,Charlotte FC,73
72,35,Martyna Wiankowska,72,70,63,71,72,68,71,LM,69,70,67,62,55,60,62,71,70,60,74,69,64,63,63,69,76,73,66,71,51,72,69,60,69,69,74,68,26,High,High,26,Right,17,GPFBL,Poland,1. FC Köln,62
74,35,Verena Wieder,72,75,72,70,74,47,62,ST,76,75,72,69,75,75,63,74,73,59,75,52,64,74,66,72,77,75,62,46,69,28,58,47,75,64,62,58,23,Medium,Medium,23,Right,17,GPFBL,Germany,Leverkusen,64
41,35,Mateusz Wieteska,72,57,33,47,51,72,76,CB,50,62,36,38,19,32,39,40,33,24,63,49,29,64,55,69,61,37,72,71,74,73,73,69,77,67,79,78,26,Medium,Medium,26,Right,18,Serie A TIM,Poland,Cagliari,82
66,35,Brandon Williams,72,75,56,65,72,69,66,LB,75,75,54,69,50,62,35,64,68,30,70,65,61,70,68,67,72,73,72,74,59,65,71,73,68,65,59,85,23,High,Medium,23,Right,18,EFL Championship,England,Ipswich,63
72,35,Chris Willock,72,83,69,65,74,29,58,LW,83,83,70,71,66,66,60,70,64,45,69,59,68,86,73,70,72,74,66,23,59,24,32,19,72,73,58,36,25,Medium,Low,25,Right,17,EFL Championship,England,QPR,67
64,35,Cláudio Winck,72,73,59,62,66,68,74,RB,72,74,53,72,63,47,53,64,75,67,59,41,72,65,62,68,66,67,68,65,64,68,71,67,73,86,67,76,29,Medium,High,29,Right,18,Trendyol Süper Lig,Brazil,Kasımpaşa,77
44,35,Jenna Winebrenner,72,60,42,56,59,74,67,CB,64,57,38,52,41,33,40,47,46,35,70,62,46,40,70,67,65,57,60,74,72,76,74,72,75,62,69,65,24,Medium,Medium,24,Right,17,NWSL,United States,KC Current,62
52,35,Christopher Wooh,72,68,45,57,61,71,75,CB,58,77,42,60,39,31,42,52,53,29,66,58,54,53,41,65,66,60,66,71,73,69,72,72,80,65,81,72,22,Medium,Medium,22,Right,19,Ligue 1 Uber Eats,Cameroon,Stade Rennais FC,91
75,35,Wu Lei,72,88,69,67,72,40,69,ST,87,88,68,72,65,69,73,71,64,64,69,61,65,79,78,72,70,72,72,35,68,38,38,31,80,79,64,66,32,High,Medium,32,Right,17,CSL,China PR,Shanghai Port,66
36,35,Gregory Wüthrich,72,48,35,51,53,71,81,CB,49,48,33,41,34,32,39,50,37,29,61,60,30,56,35,68,60,47,66,71,67,73,72,69,76,70,90,75,29,Medium,Medium,29,Right,19,Ö. Bundesliga,Switzerland,SK Sturm Graz,88
15,35,Yan Junling,72,71,70,69,73,49,72,GK,53,43,14,52,13,16,21,70,15,14,30,30,20,33,45,68,24,17,62,25,19,13,13,13,72,43,72,16,32,Medium,Medium,32,Right,19,CSL,China PR,Shanghai Port,83
73,35,Roman Yaremchuk,72,73,71,68,67,44,73,ST,70,76,70,76,69,70,67,66,69,54,73,68,52,66,49,75,67,69,67,39,72,38,48,34,82,71,76,68,28,High,Medium,28,Right,19,LALIGA EA SPORTS,Ukraine,Valencia CF,83
70,35,Barış Alper Yılmaz,72,87,70,64,71,37,84,RM,85,89,68,78,72,58,58,65,65,47,65,62,62,81,78,72,70,69,63,21,60,31,43,42,87,84,86,78,23,High,High,23,Right,18,Trendyol Süper Lig,Turkey,Galatasaray,72
62,35,İsmail Yüksek,72,75,60,68,70,69,76,CDM,76,74,53,75,66,45,48,64,63,58,72,71,69,76,69,71,71,69,64,71,68,68,70,70,80,83,72,76,24,Medium,High,24,Right,18,Trendyol Süper Lig,Turkey,Fenerbahçe,77
62,35,Alhassan Yusuf,72,76,61,68,75,66,75,CDM,79,73,59,67,64,51,46,69,61,51,75,69,60,89,85,69,70,74,74,74,58,63,66,64,73,91,65,80,23,High,High,23,Right,17,1A Pro League,Nigeria,Royal Antwerp FC,66
77,35,Luca Zanimacchia,72,69,72,70,69,29,55,RM,66,72,74,75,68,62,67,75,70,70,70,64,68,60,52,68,73,72,53,18,47,29,31,30,54,74,52,39,25,Medium,Medium,25,Right,17,Serie BKT,Italy,Cremonese,70
35,35,Cristian Zapata,72,36,33,47,58,73,71,CB,34,37,22,62,28,22,38,38,45,24,52,58,38,44,54,62,62,57,72,72,75,75,72,71,74,38,84,77,37,Medium,Medium,37,Right,18,Libertadores,Colombia,Atl. Nacional,78
27,35,Giovanni Zaro,72,56,44,42,47,73,76,CB,48,62,45,51,40,43,35,29,30,33,60,39,32,48,40,69,57,37,52,68,73,77,73,70,78,65,85,65,29,Medium,Medium,29,Right,19,Serie BKT,Italy,Modena,80
74,35,Dóra Zeller,72,74,69,67,72,45,68,LM,76,72,73,66,67,60,58,68,70,50,72,58,60,75,60,69,74,72,65,32,62,38,57,40,76,68,69,61,28,High,Medium,28,Right,16,GPFBL,Hungary,1. FC Köln,57
64,35,Arbër Zeneli,72,69,70,72,75,35,57,LM,70,69,68,74,71,63,71,73,76,68,73,59,79,75,72,69,75,76,70,39,50,33,33,24,58,59,53,62,28,Medium,Medium,28,Right,17,Trendyol Süper Lig,Kosovo,Adana Demirspor,72
48,35,Matthias Zimmermann,72,79,52,66,67,68,70,RB,73,84,46,62,60,55,44,65,70,41,70,65,55,74,77,69,68,63,67,71,54,71,68,70,69,73,68,73,31,Medium,High,31,Right,17,Bundesliga 2,Germany,Düsseldorf,76
76,35,Simon Zoller,72,68,73,65,73,39,66,ST,73,63,75,73,69,72,66,67,68,55,68,53,69,75,72,72,75,72,71,24,67,45,39,25,73,76,63,57,32,High,High,32,Right,17,Bundesliga 2,Germany,FC St. Pauli,73
69,35,Peter Žulj,72,53,69,73,72,66,72,CM,51,54,65,75,73,67,73,74,67,70,76,71,74,66,63,68,75,72,69,70,58,61,70,64,68,71,78,61,30,High,Medium,30,Left,18,CSL,Austria,Changchun Yatai,80
70,42,Ali Abdi,71,89,60,66,71,62,75,LB,83,93,60,67,60,49,41,64,68,44,69,64,68,76,68,70,71,70,67,59,65,63,61,61,81,90,71,67,29,High,Medium,29,Left,17,Ligue 2 BKT,Tunisia,SM Caen,73
68,42,Ramón Ábila,71,66,71,61,70,32,79,ST,65,67,70,81,63,73,67,65,53,48,65,63,52,68,72,65,70,69,76,19,75,29,32,22,80,54,92,76,34,High,Low,34,Right,17,LPF,Argentina,Colón,93
56,42,Mohammed Abu Fani,71,63,58,71,70,65,70,CM,68,58,58,64,56,56,44,76,60,66,75,73,65,75,82,74,71,66,81,66,58,60,70,72,61,75,68,73,25,High,Low,25,Right,16,Magyar Liga,Israel,Ferencvárosi TC,62
67,42,Bryan Acosta,71,82,68,69,68,66,82,CDM,79,84,59,86,79,44,62,73,69,73,69,72,49,79,87,68,66,64,68,68,65,66,65,62,83,85,79,86,30,High,High,30,Right,17,MLS,Honduras,Portland Timbers,80
63,42,Bismark Adjei-Boateng,71,75,63,60,67,66,84,CDM,73,76,58,77,69,43,40,64,45,52,68,65,40,70,74,68,68,66,62,70,49,66,70,67,74,88,83,82,29,Medium,High,29,Right,18,K League 1,Ghana,Jeonbuk Hyundai,73
68,42,Felix Afena-Gyan,71,89,71,59,72,39,62,ST,88,90,74,69,70,61,71,49,56,61,65,62,62,75,72,64,73,72,64,37,67,34,38,34,81,58,67,50,20,Medium,Medium,20,Right,17,Serie BKT,Ghana,Cremonese,75
66,42,Lucien Agoumé,71,61,54,68,72,67,70,CDM,67,56,51,59,58,43,51,71,58,42,76,69,57,65,60,69,75,73,74,71,59,67,69,62,69,73,70,64,21,Medium,Medium,21,Right,18,Serie A TIM,France,Inter,72
11,42,Alan Aguerre,71,72,70,62,73,47,71,GK,49,43,20,47,14,16,22,55,14,18,27,23,18,45,57,60,19,17,50,19,17,15,19,12,65,34,62,23,33,Medium,Medium,33,Right,18,LPF,Argentina,Lanús,76
48,42,Emanuel Aguilera,71,57,56,55,42,72,79,CB,55,59,48,75,59,30,68,45,48,73,62,55,64,30,31,70,48,38,58,72,74,73,73,65,74,73,85,72,34,Low,High,34,Right,18,Sudamericana,Argentina,Tigre,93
37,42,Juan Felipe Aguirre,71,59,38,52,53,72,74,CB,53,64,38,45,33,28,35,49,49,36,59,52,34,49,64,60,56,48,62,63,76,78,68,75,82,61,83,65,27,Medium,High,27,Left,18,Libertadores,Colombia,Atl. Nacional,79
76,42,Firas Al Birekan,71,78,70,51,67,30,71,ST,69,85,76,68,56,68,66,53,45,34,61,43,40,69,63,69,68,66,68,22,73,28,24,29,80,84,73,45,23,High,Medium,23,Left,18,ROSHN Saudi League,Saudi Arabia,Al Ahli,79
36,42,Ali Al Bulayhi,71,47,38,43,45,70,84,CB,49,45,42,43,25,29,40,30,30,23,64,39,30,36,65,70,54,34,57,69,69,66,73,71,82,81,84,87,34,Medium,High,34,Left,18,ROSHN Saudi League,Saudi Arabia,Al Hilal,77
17,42,Abdullah Al Mayoof,71,59,74,82,69,27,78,GK,26,28,16,62,14,16,50,63,14,22,36,60,19,30,40,65,24,19,56,14,20,30,18,10,56,35,73,25,36,Medium,Medium,36,Right,18,ROSHN Saudi League,Saudi Arabia,Al Ittihad,92
67,42,Yasser Al Shahrani,71,79,54,65,71,67,62,LB,87,72,42,68,64,55,48,62,66,47,71,61,64,85,73,67,70,70,62,71,57,67,67,69,73,71,57,61,31,High,Medium,31,Right,17,ROSHN Saudi League,Saudi Arabia,Al Hilal,64
67,42,Gabriel Alanís,71,77,63,66,69,57,72,RM,73,80,63,70,62,41,64,63,71,66,67,65,63,67,59,72,70,70,70,53,60,61,54,58,76,82,74,51,29,High,Medium,29,Left,18,Sudamericana,Argentina,Defensa,72
67,42,Christos Albanis,71,76,71,64,73,38,63,LM,75,77,74,72,68,62,56,61,65,45,69,66,57,67,58,64,75,76,65,44,54,44,26,27,72,63,71,43,29,Medium,Low,29,Right,18,LALIGA HYPERMOTION,Greece,FC Andorra,80
56,42,Antolín Alcáraz,71,31,43,52,59,70,68,CB,33,30,38,54,42,35,48,44,47,35,67,48,32,50,52,71,61,57,80,70,74,63,74,73,73,34,82,72,41,Low,High,41,Right,18,Libertadores,Paraguay,Olimpia,78
74,42,Romain Alessandrini,71,75,74,69,75,44,64,ST,76,75,72,78,76,72,73,71,64,76,70,66,74,82,81,70,76,73,76,33,53,43,51,34,68,63,60,73,34,High,Low,34,Left,17,CSL,France,Shenzhen FC,79
70,42,Ainhoa Alguacil,71,78,62,71,71,65,56,CM,77,78,65,60,60,45,55,70,65,53,75,78,61,81,74,60,74,69,61,66,71,55,74,55,71,73,49,50,17,Medium,Medium,17,Right,17,Liga F,Spain,Valencia CF,58
65,42,Oberdan,71,64,62,65,68,65,68,CDM,65,63,57,68,69,53,56,70,55,49,71,68,49,65,77,70,68,69,62,72,38,67,70,59,55,87,62,62,28,Medium,High,28,Right,17,K League 1,Brazil,Pohang Steelers,69
67,42,Ignacio Aliseda,71,86,65,63,75,39,58,LM,89,83,66,65,69,52,51,68,58,62,65,62,52,89,87,64,70,76,69,29,46,39,41,45,64,72,52,54,23,High,Low,23,Left,16,CSSL,Argentina,FC Lugano,77
71,42,Tadeo Allende,71,71,74,66,69,36,70,RM,67,74,69,85,79,67,57,68,67,55,68,65,50,65,55,65,73,71,53,27,70,29,37,35,75,77,72,57,24,High,Medium,24,Right,18,LPF,Argentina,Godoy Cruz,73
64,42,Miguel Lopes,71,76,49,65,67,70,77,CB,75,77,40,69,45,55,47,58,67,55,68,67,67,68,67,67,70,66,65,72,64,70,70,69,80,75,77,80,36,High,Medium,36,Right,18,Liga Portugal,Portugal,Estrela Amadora,83
70,42,João Pedro,71,67,71,67,71,66,69,CM,66,67,68,78,73,59,75,73,54,70,71,70,57,74,72,72,70,71,70,71,59,63,69,66,66,80,62,73,30,Medium,Medium,30,Right,17,Liga Portugal,Portugal,GD Chaves,69
71,42,Juan Álvarez,71,78,66,68,71,40,65,RM,80,76,65,68,68,58,67,71,71,52,67,67,63,76,75,68,67,72,70,33,53,48,35,33,71,71,67,53,27,High,Low,27,Right,17,LPF,Argentina,Banfield,72
71,42,Lucas Lima,71,72,57,70,70,65,71,LB,70,74,42,72,69,61,56,66,73,74,69,68,76,73,72,67,71,70,65,70,41,67,68,66,60,78,70,66,32,High,Medium,32,Left,17,Trendyol Süper Lig,Brazil,Başakşehir,72
27,42,Emiliano Amor,71,50,36,48,53,71,78,CB,50,50,39,45,19,23,58,35,33,17,66,58,31,52,52,65,58,48,54,70,72,72,71,70,79,66,84,77,28,Low,High,28,Right,19,Libertadores,Argentina,Colo-Colo,80
30,42,Mads Juel Andersen,71,47,34,45,50,70,82,CB,52,42,32,45,30,33,37,25,35,28,61,56,34,43,43,69,58,43,62,71,69,70,70,69,77,72,88,80,25,Medium,Medium,25,Right,19,Premier League,Denmark,Luton Town,82
70,42,Joelle Anderson,71,67,73,69,71,58,62,CM,64,69,74,71,74,66,68,67,62,65,75,70,57,74,55,73,73,72,66,67,73,38,70,49,74,56,64,62,25,Medium,Medium,25,Left,17,NWSL,United States,Houston Dash,61
68,42,Andrés Andrade,71,79,73,70,71,41,62,CAM,77,80,69,80,75,66,78,72,65,73,71,69,66,79,68,65,72,71,59,37,45,52,35,29,67,67,70,35,34,Medium,Medium,34,Right,17,Libertadores,Colombia,Alianza Lima,77
71,42,Fabrizio Angileri,71,77,71,70,69,66,80,LB,76,77,64,86,71,73,67,74,71,71,67,70,79,74,69,67,69,67,72,64,65,66,68,67,84,79,84,72,29,Medium,Medium,29,Left,18,LALIGA EA SPORTS,Argentina,Getafe CF,84
42,42,Anaëlle Anglais,71,69,31,57,57,72,68,CB,66,72,27,44,25,27,39,44,57,34,69,55,47,49,56,69,59,55,65,69,77,72,74,70,79,65,68,67,24,Medium,Medium,24,Right,16,D1 Arkema,France,AS Saint Étienne,57
70,42,Cristian Ansaldi,71,64,63,72,71,67,64,LB,62,66,57,72,66,68,52,70,73,47,77,69,73,68,70,70,75,68,74,66,60,64,72,74,66,65,60,72,37,Medium,High,37,Right,18,Serie BKT,Argentina,Parma,76
64,42,João Correia,71,85,52,60,70,64,48,RB,85,85,51,59,43,52,56,53,65,42,64,60,51,83,79,70,69,67,67,66,42,64,69,68,58,73,34,51,27,Medium,Medium,27,Right,17,Liga Portugal,Cape Verde Islands,GD Chaves,62
69,42,Barış Atik,71,71,68,68,76,39,52,LW,79,64,70,67,67,68,66,66,67,72,70,67,70,92,86,62,74,75,67,33,33,50,36,33,48,72,44,47,28,High,Medium,28,Right,17,Bundesliga 2,Turkey,1. FC Magdeburg,73
33,42,Rob Atkinson,71,55,25,48,56,71,80,CB,52,58,21,29,25,28,30,46,28,19,63,58,37,37,40,65,57,60,64,71,73,71,72,70,80,78,85,71,25,Medium,Medium,25,Left,19,EFL Championship,England,Bristol City,85
72,42,Mathias Autret,71,61,70,73,72,42,58,LM,60,61,71,74,65,64,62,71,73,69,75,74,63,72,79,69,71,73,64,53,48,26,49,40,58,51,62,55,32,High,Medium,32,Right,17,Ligue 2 BKT,France,SM Caen,71
41,42,Gastón Ávila,71,76,46,66,64,70,74,CB,69,81,32,78,51,28,45,64,60,67,70,68,62,67,69,65,65,61,71,70,69,70,70,71,76,71,74,75,22,Medium,Medium,22,Left,18,Eredivisie,Argentina,Ajax,75
28,42,Chidozie Awaziem,71,72,39,49,61,70,77,CB,71,73,36,53,37,30,40,39,30,25,66,61,33,69,51,71,63,57,69,71,69,69,71,70,80,76,77,77,26,Medium,High,26,Right,18,Liga Portugal,Nigeria,Boavista FC,77
54,42,Jean-Sylvain Babin,71,39,48,59,50,70,84,CB,35,43,28,84,63,26,44,57,45,66,68,61,48,33,65,69,57,44,66,70,72,69,71,70,76,80,92,71,37,Medium,Medium,37,Right,18,LALIGA HYPERMOTION,France,AD Alcorcón,88
66,42,Baek Sung Dong,71,78,63,68,71,41,58,LM,80,76,61,65,67,58,62,71,68,61,70,62,65,71,80,69,68,73,67,56,46,37,37,32,66,77,61,27,32,High,Medium,32,Right,17,K League 1,Korea Republic,Pohang Steelers,66
69,42,Javier Báez,71,69,55,65,65,72,72,CB,68,70,56,56,44,50,75,67,62,40,69,65,57,71,64,69,63,65,69,74,75,70,71,70,73,71,74,68,33,Medium,High,33,Right,18,LPF,Paraguay,Independiente,84
65,42,Lewis Baker,71,66,71,72,71,66,71,CM,67,66,67,77,74,71,78,70,70,76,72,72,74,72,73,70,75,69,71,67,58,69,67,64,68,76,69,72,28,High,Medium,28,Right,18,EFL Championship,England,Stoke City,72
58,42,George Baldock,71,75,47,63,69,66,72,RWB,78,73,50,46,44,33,45,60,69,37,67,58,54,75,73,67,68,68,64,64,55,66,69,68,73,80,67,74,30,High,Medium,30,Right,17,Premier League,Greece,Sheffield Utd,67
36,42,Daniel Ballard,71,58,30,50,57,71,75,CB,54,62,25,44,26,31,37,52,31,30,60,66,28,50,48,68,59,56,57,70,70,71,73,71,76,58,83,75,24,Medium,High,24,Right,18,EFL Championship,Northern Ireland,Sunderland,85
56,42,Josepmir Ballón,71,70,63,68,67,66,76,CDM,64,74,58,72,70,45,70,71,60,70,72,68,61,73,67,65,71,62,70,72,58,65,66,62,71,79,75,77,35,Low,Medium,35,Right,18,Libertadores,Peru,Alianza Lima,80
46,42,Leon Balogun,71,69,44,59,59,71,77,CB,60,77,30,65,57,32,39,47,55,41,68,63,59,53,57,67,61,58,65,68,70,71,71,73,79,69,84,69,35,Medium,Medium,35,Right,19,cinch Prem,Nigeria,Rangers,88
55,42,Tudor Băluță,71,63,57,69,60,67,75,CDM,64,63,50,76,67,36,30,74,55,64,74,74,56,65,45,67,68,52,72,68,63,68,66,65,78,69,83,62,24,Medium,High,24,Right,19,SUPERLIGA,Romania,Farul Constanța,80
66,42,Abdoul Kader Bamba,71,84,61,65,73,40,61,LM,85,83,61,63,61,51,57,67,65,64,64,65,63,75,68,64,70,76,66,30,52,41,40,42,71,72,62,43,29,Medium,Low,29,Right,17,Ligue 1 Uber Eats,France,FC Nantes,74
67,42,Naomie Bamenga,71,72,68,72,75,55,54,CM,77,67,68,67,71,58,65,73,64,68,75,72,74,82,80,59,73,75,75,63,45,47,65,45,51,83,36,63,20,Medium,Medium,20,Right,15,D1 Arkema,France,LOSC Lille,52
15,42,Mattia Bani,71,54,19,42,53,73,72,CB,54,54,18,23,16,17,20,28,22,17,62,57,20,55,48,68,54,50,68,73,69,73,74,73,73,62,78,67,30,Medium,Medium,30,Right,18,Serie A TIM,Italy,Genoa,81
70,42,Valentín Barco,71,76,44,70,74,65,57,LB,76,76,40,42,48,30,62,70,70,58,72,70,69,82,78,73,72,73,72,64,52,68,66,68,60,65,48,67,19,High,Medium,19,Left,17,Libertadores,Argentina,Boca Juniors,68
58,42,Juan Barinaga,71,71,48,64,65,68,71,RB,71,71,44,53,49,52,50,60,70,55,65,64,64,72,67,64,64,65,61,69,54,68,72,71,69,75,70,70,23,Medium,Medium,23,Right,16,LPF,Argentina,Belgrano,70
66,42,Aymen Barkok,71,70,69,66,77,55,66,CAM,72,69,67,77,70,57,56,67,63,60,70,64,65,76,69,66,77,81,62,53,60,47,59,61,73,65,68,60,25,High,Medium,25,Right,18,Bundesliga,Morocco,1. FSV Mainz 05,82
63,42,Daniel Barlaser,71,54,62,71,68,66,70,CDM,54,54,57,68,62,65,69,71,70,67,72,73,70,65,65,70,71,66,67,69,55,66,68,63,65,74,72,63,26,Medium,Medium,26,Right,18,EFL Championship,England,Middlesbrough,62
75,42,Ashley Barnes,71,48,71,69,70,47,79,ST,50,47,71,75,66,71,76,73,67,56,71,66,64,66,66,74,72,68,74,41,74,44,46,39,78,66,81,88,34,High,High,34,Right,18,EFL Championship,England,Norwich,84
42,42,Pier Barrios,71,70,46,58,60,70,79,CB,72,68,37,62,55,38,45,54,66,39,59,58,44,66,70,70,62,55,59,69,65,71,73,68,80,73,80,84,33,Low,High,33,Right,18,LPF,Argentina,Godoy Cruz,82
68,42,Daniele Baselli,71,64,71,75,74,64,61,CM,63,65,67,75,76,71,71,76,74,73,76,74,77,75,75,66,74,74,74,65,61,67,63,62,67,53,62,65,31,High,Medium,31,Right,18,Serie BKT,Italy,Como,75
73,42,Christian Bassogog,71,90,69,60,74,38,74,ST,91,90,69,74,64,65,67,61,58,69,58,57,72,86,90,70,72,73,65,25,61,45,33,35,85,82,76,54,28,High,Medium,28,Left,17,CSL,Cameroon,Shanghai Shenhua,72
65,42,Gil Dias,71,72,66,68,74,63,65,LM,75,69,63,73,70,60,49,68,70,63,69,61,70,74,75,69,74,75,69,67,57,62,64,62,70,69,64,63,27,Medium,Medium,27,Left,18,PKO BP Ekstraklasa,Portugal,Legia Warszawa,75
63,42,Jelle Bataille,71,82,53,65,71,63,66,RB,78,86,49,58,52,56,56,63,71,48,67,66,55,75,74,70,69,72,66,65,58,59,67,62,72,82,63,53,24,High,Low,24,Right,18,1A Pro League,Belgium,Royal Antwerp FC,74
8,42,Gavin Bazunu,71,72,68,73,74,47,67,GK,49,43,5,55,5,7,15,60,11,12,45,51,14,54,42,65,20,12,38,9,11,16,12,11,57,16,50,16,21,Medium,Medium,21,Right,18,EFL Championship,Republic of Ireland,Southampton,78
11,42,Kiara Beck,71,69,68,67,73,50,71,GK,49,51,13,50,11,14,12,26,16,13,25,19,11,47,22,70,19,12,22,12,12,11,14,11,47,22,30,26,19,Medium,Medium,19,Right,17,GPFBL,Germany,VfL Wolfsburg,61
57,42,Natalie Beckman,71,69,52,60,63,70,53,RB,68,70,48,57,60,45,40,42,68,55,66,58,61,61,75,69,65,60,64,71,68,70,68,71,61,66,45,53,23,Medium,Medium,23,Right,15,NWSL,United States,Portland Thorns,55
70,42,Alejandro Bedoya,71,60,65,69,71,65,72,CM,58,61,61,74,65,65,64,71,65,54,75,69,55,72,70,76,71,70,73,70,71,69,59,54,72,81,66,76,36,High,High,36,Right,17,MLS,United States,Philadelphia,73
48,42,Felix Beijmo,71,84,42,58,66,64,76,RWB,81,87,30,66,45,32,38,40,66,41,64,60,65,69,69,64,68,65,64,64,60,63,66,63,80,88,74,64,25,High,Medium,25,Right,18,3F Superliga,Sweden,AGF,82
56,42,Amari'i Bell,71,77,50,60,67,69,71,LWB,77,77,47,55,49,45,51,55,66,45,65,58,42,63,71,65,66,68,60,69,68,69,70,68,78,79,70,61,29,High,Medium,29,Left,18,Premier League,Jamaica,Luton Town,76
67,42,Mohamed Ali Ben Romdhane,71,70,71,70,70,62,69,CAM,72,68,68,71,82,56,75,70,58,76,74,71,76,69,56,72,71,70,68,68,50,63,64,57,71,68,74,59,24,High,Medium,24,Right,18,Magyar Liga,Tunisia,Ferencvárosi TC,78
74,42,Sofiane Bendebka,71,74,66,67,72,60,73,CAM,77,71,69,66,57,67,66,68,61,53,71,72,64,74,75,72,71,72,65,64,63,57,61,53,75,91,66,67,31,High,High,31,Right,18,ROSHN Saudi League,Algeria,Al Fateh,74
57,42,Gaston Benedetti,71,67,57,61,66,70,66,LB,64,70,58,63,60,32,40,64,62,36,66,53,58,70,47,70,61,70,71,68,65,69,74,69,63,87,52,75,22,Medium,Medium,22,Left,17,Sudamericana,Argentina,Estudiantes,67
66,42,László Bénes,71,55,70,76,74,47,61,CM,67,46,64,78,76,75,63,74,77,77,76,75,78,76,77,72,75,74,60,49,38,40,53,50,55,70,61,52,26,Medium,Low,26,Left,18,Bundesliga 2,Slovakia,Hamburger SV,72
69,42,Jessy Benet,71,59,65,72,71,61,78,CM,52,65,60,72,68,54,70,70,72,70,74,71,68,73,69,68,75,68,67,61,60,61,64,54,71,89,79,63,28,High,Medium,28,Left,18,Ligue 2 BKT,France,Grenoble Foot 38,75
25,42,Guro Bergsvand,71,65,28,47,54,73,69,CB,66,64,25,39,26,21,34,29,28,25,71,52,32,58,63,69,65,42,55,76,74,75,70,66,76,67,68,70,29,Low,High,29,Right,17,Barclays WSL,Norway,Brighton,65
12,42,Etrit Berisha,71,68,70,66,72,28,71,GK,28,28,13,50,15,11,22,42,11,12,20,26,13,33,30,73,20,12,59,22,12,20,10,11,57,39,64,24,34,Medium,Medium,34,Left,19,Serie A TIM,Albania,Empoli,92
72,42,Veton Berisha,71,80,70,63,70,37,81,ST,82,78,71,74,65,61,72,68,57,56,66,62,62,74,87,65,70,67,69,40,66,32,34,28,86,80,81,80,29,High,Medium,29,Right,17,Eliteserien,Norway,Molde FK,75
75,42,Hannah Betfort,71,59,71,62,65,42,68,ST,58,59,73,72,66,70,68,53,56,59,73,64,51,55,53,73,72,64,64,42,71,38,38,37,78,52,76,64,28,Medium,Medium,28,Right,17,NWSL,United States,Portland Thorns,67
21,42,Matteo Bianchetti,71,57,35,56,58,72,73,CB,55,59,21,65,41,19,39,45,52,36,68,58,42,64,48,71,59,55,64,73,72,73,71,71,77,67,77,70,30,Medium,High,30,Right,18,Serie BKT,Italy,Cremonese,81
63,42,Jake Bidwell,71,68,48,65,62,68,76,LWB,67,68,37,66,51,44,49,63,71,59,64,65,60,62,64,69,69,56,66,67,65,70,69,65,74,81,73,78,30,Medium,Medium,30,Left,18,EFL Championship,England,Coventry City,80
68,42,Veljko Birmančević,71,78,66,67,75,37,59,RW,81,76,65,69,67,58,61,70,60,67,71,64,65,88,75,68,72,75,73,35,41,39,35,38,61,78,57,41,25,High,Low,25,Right,17,Česká Liga,Serbia,Sparta Praha,69
58,42,Alexis Blin,71,37,53,63,63,68,77,CDM,39,35,49,61,52,48,52,60,59,46,69,66,65,64,70,74,63,59,70,74,58,65,70,69,62,86,73,80,27,Low,High,27,Right,18,Serie A TIM,France,Lecce,78
53,42,Daniel Bocanegra,71,64,55,68,64,70,77,CB,62,66,42,72,73,46,52,61,71,78,69,65,70,64,59,71,68,61,68,68,70,74,68,65,77,75,80,73,36,Medium,Medium,36,Right,18,Libertadores,Colombia,Nacional,73
58,42,Yann Bodiger,71,51,57,69,65,68,73,CDM,52,50,52,67,63,44,59,69,63,69,71,73,67,55,52,68,72,63,65,69,61,68,71,67,69,73,75,70,28,Medium,Medium,28,Left,18,LALIGA HYPERMOTION,France,CD Tenerife,80
27,42,Kerstin Bogenschütz,71,63,54,59,62,72,72,CDM,61,65,58,60,49,37,63,62,47,38,71,59,36,68,59,72,74,52,69,69,60,77,73,69,73,69,77,64,28,Low,Medium,28,Right,16,GPFBL,Germany,1. FC Nürnberg,57
69,42,Emil Bohinen,71,65,62,71,72,68,69,CM,66,64,60,66,65,46,65,68,63,64,76,74,68,72,74,68,72,72,68,70,56,70,68,65,67,73,67,67,24,Medium,Medium,24,Left,18,Serie A TIM,Norway,Salernitana,81
66,42,Nicolai Boilesen,71,55,47,66,67,72,72,CB,52,58,40,64,42,54,45,59,64,43,73,70,62,62,64,75,71,65,69,73,66,73,74,70,70,73,74,65,31,Medium,Medium,31,Left,18,3F Superliga,Denmark,F.C. København,75
69,42,Marcos Bolados,71,86,65,65,73,56,64,RW,91,82,67,70,59,46,65,65,65,52,67,65,60,90,82,65,69,72,66,59,47,55,58,59,72,69,65,55,27,High,Medium,27,Right,17,Libertadores,Chile,Colo-Colo,67
