Player Name,Rank,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression
Marcão,1900,75,711,776,47,652,291,821,72,71,82,80,68,59,75,43,40,45,54,40,65,57,53,71,66,67,67,15,85,35,15,24,87,75,88,72
Omar Marmoush,1900,75,85,744,63,801,301,682,84,86,76,72,75,67,67,69,49,63,73,52,58,90,80,73,78,82,67,30,66,26,24,21,79,69,66,67
Aarón,1900,75,61,547,733,761,72,67,69,54,43,69,65,45,46,65,78,85,75,67,82,78,76,73,77,75,70,74,63,72,74,72,70,77,64,59
Josef Martínez,1900,75,832,754,60,743,232,682,82,83,76,82,66,73,79,60,49,57,67,59,68,83,88,77,74,71,75,18,73,15,21,15,86,54,74,66
Omar Mascarell,1900,75,534,644,712,742,72,71,60,47,58,72,68,56,63,73,53,69,78,79,70,73,72,75,76,73,68,74,59,70,77,69,67,76,70,69
Jean-Philippe Mateta,1900,75,692,731,57,721,34,78,61,76,76,77,62,74,72,63,41,39,70,45,53,61,48,74,75,75,71,22,78,35,31,22,86,66,85,74
Cristian Medina,1900,75,756,645,724,797,695,68,76,75,67,64,61,49,54,73,67,52,78,72,62,80,76,74,79,79,77,66,51,72,74,65,67,81,60,74
Miguel Ángel Merentiel,1900,75,77,73,55,72,37,77,77,77,76,75,67,67,64,64,26,59,70,51,46,72,77,77,73,70,75,20,71,44,34,22,78,81,78,68
Illan Meslier,1900,75,763,742,712,792,38,711,37,40,11,53,17,9,11,61,18,10,50,50,12,42,25,72,35,20,65,19,15,22,17,19,56,40,53,27
Rony Lopes,1900,75,761,72,731,771,30,59,81,71,72,76,75,56,65,73,74,74,74,69,76,84,88,67,76,77,72,29,38,30,28,27,63,67,62,39
Djordje Mihailovic,1900,75,72,70,76,742,60,68,75,69,71,75,67,64,55,80,73,64,79,72,73,74,75,76,74,73,75,62,59,67,58,40,62,89,61,59
Cassie Miller,1900,75,77,70,75,77,41,76,39,43,16,56,12,8,30,34,11,9,26,28,10,51,56,68,15,10,33,15,9,13,14,11,61,39,65,15
Lauren Milliet,1900,75,76,58,72,76,71,56,77,75,51,66,63,48,66,64,75,65,77,74,61,78,74,77,76,76,68,68,58,71,76,70,63,73,47,57
Fabio Miretti,1900,75,775,607,754,784,665,7210,77,77,52,66,68,70,65,76,71,69,79,75,74,79,77,71,79,79,72,66,49,64,71,69,68,79,67,76
Narumi Miura,1900,75,62,70,71,75,71,61,59,65,72,69,74,53,65,78,55,67,79,75,46,71,83,76,78,73,67,72,58,72,75,68,59,69,54,69
Moleiro,1900,75,792,651,711,781,46,612,85,74,65,68,63,53,59,81,59,42,77,73,59,80,83,66,78,80,60,45,57,40,48,53,72,67,57,60
Paige Monaghan,1900,75,71,71,73,76,47,69,73,70,71,74,68,61,67,75,75,61,76,66,71,76,70,74,76,77,79,46,52,48,45,42,69,71,69,64
Megan Montefusco,1900,75,54,44,59,63,77,73,53,55,38,58,45,34,39,53,52,40,70,62,49,56,73,69,68,58,67,77,74,78,78,73,77,66,77,69
Joni Montiel,1900,75,70,7713,756,774,50,572,75,66,77,82,78,62,76,75,71,78,76,74,76,82,82,69,76,78,73,48,45,55,48,46,58,66,52,59
Maxi Moralez,1900,75,671,692,75,771,52,49,77,59,68,67,70,69,71,76,73,69,77,73,76,76,83,73,78,77,76,44,56,48,59,52,49,69,33,65
Linda Motlhalo,1900,75,78,66,74,76,69,65,80,76,69,65,59,62,73,75,70,63,79,75,59,77,69,69,79,77,69,73,68,59,77,65,77,75,65,48
Harold Moukoudi,1900,75,496,32,52,501,742,868,44,53,27,45,27,27,38,50,31,29,68,62,30,42,52,69,60,40,74,73,77,73,76,72,81,76,91,85
Mykhailo Mudryk,1900,75,913,663,681,791,44,58,93,90,66,69,68,47,52,75,69,63,66,64,62,86,73,67,79,80,70,28,39,51,52,38,62,63,53,62
Arijanet Murić,1900,75,764,732,799,773,45,741,44,46,12,59,14,16,18,60,13,11,55,58,24,38,40,60,35,20,66,18,10,15,17,18,66,29,71,24
Vitaliy Mykolenko,1900,75,76,451,64,61,73,62,75,77,42,47,53,41,35,52,76,32,72,55,60,69,68,72,66,54,59,70,65,74,75,77,70,72,57,59
Keito Nakamura,1900,75,76,748,7111,754,4110,713,77,75,75,76,74,69,59,72,69,70,73,67,75,77,70,69,75,76,73,41,52,38,41,35,71,81,70,61
Meaghan Nally,1900,75,70,48,67,70,77,67,74,67,46,48,51,54,42,55,65,49,77,68,60,71,51,76,74,68,68,75,70,79,78,79,75,68,66,68
Nahitan Nández,1900,75,855,633,712,792,692,801,88,82,60,68,62,64,58,69,70,55,75,71,73,88,87,83,75,78,72,76,58,63,72,72,80,91,72,87
Eva Navarro,1900,75,83,74,61,76,23,71,80,86,81,58,81,59,61,68,68,59,62,37,71,81,85,62,81,72,71,17,39,16,27,24,67,71,73,69
Youssouf Ndayishimiye,1900,75,713,491,64,722,754,782,69,73,46,60,41,49,57,59,56,59,73,66,57,68,64,73,75,71,70,74,75,76,75,73,85,78,83,66
Badou Ndiaye,1900,75,842,69,702,761,722,791,83,84,63,79,72,65,65,74,60,63,75,70,70,82,75,78,75,76,77,75,58,73,73,71,73,86,77,77
Negredo,1900,75,503,791,64,70,36,751,51,49,78,83,77,78,77,67,43,69,73,64,63,64,64,75,72,69,70,28,82,33,31,30,84,52,85,77
Carly Nelson,1900,75,77,74,74,73,35,75,34,36,9,56,7,8,12,37,9,9,19,17,9,37,41,71,14,11,38,18,9,11,11,8,45,21,34,14
Michael Ngadeu,1900,75,611,44,551,574,74,83,51,69,34,68,44,28,46,48,42,26,67,68,35,57,38,68,64,52,58,73,72,74,75,75,81,73,92,72
Eddie Nketiah,1900,75,792,732,572,772,251,643,83,76,79,73,60,70,70,58,43,38,72,47,54,79,71,78,77,78,69,20,70,24,19,15,78,71,62,56
Andreia Norton,1900,75,67,61,73,78,60,65,70,65,63,58,61,43,66,73,65,63,76,80,72,82,80,73,78,78,80,68,52,46,73,52,65,73,64,57
Kenedy,1900,75,752,701,731,771,60,62,77,73,69,78,69,56,68,74,76,70,72,67,77,77,71,71,76,79,76,60,65,60,59,54,75,66,63,51
Juan Jesus,1900,75,663,33,51,60,78,73,67,66,20,62,35,17,37,34,60,36,56,56,44,65,58,75,56,58,73,78,76,78,79,77,82,61,74,81
Matt O'Riley,1900,75,681,672,732,733,668,714,67,68,70,66,65,52,54,80,66,52,78,71,72,64,81,71,78,71,78,69,53,65,70,62,66,85,69,61
Igoh Ogbu,1900,75,79,39,552,614,735,824,77,81,40,45,34,34,33,52,42,30,64,69,40,73,71,68,65,55,58,69,74,71,78,72,91,73,88,77
Nick Olij,1900,75,768,736,653,777,505,739,50,50,17,49,17,20,27,46,18,20,26,27,16,31,68,73,25,12,31,27,16,9,14,16,61,26,52,24
Lincoln,1900,75,753,70,781,78,5914,65,76,74,65,77,75,69,68,77,80,79,77,78,82,85,79,70,77,78,76,60,55,59,61,58,63,75,63,60
Robin Olsen,1900,75,751,74,78,75,35,75,31,40,11,59,14,16,26,59,20,16,32,50,18,32,33,68,18,11,45,20,16,22,12,16,65,37,75,27
Gift Emmanuel Orban,1900,75,77,81,63,73,19,63,76,78,83,83,78,78,71,63,58,76,64,56,76,73,77,77,70,73,78,17,60,10,17,10,75,60,69,48
Divock Origi,1900,75,754,741,67,741,27,721,67,82,74,80,70,70,65,69,69,51,73,59,54,70,64,76,76,75,77,28,74,16,24,18,81,63,77,69
Mislav Oršić,1900,75,7810,811,721,732,593,601,75,81,80,80,84,76,81,69,78,80,70,63,86,83,80,74,73,70,74,59,57,59,59,56,69,67,61,47
Rosa Otermín,1900,75,76,65,71,73,71,76,74,78,65,61,75,38,58,55,77,69,75,69,82,80,80,71,75,70,69,69,45,71,80,71,68,79,73,80
Jacqueline Owusu,1900,75,76,71,70,74,62,72,75,77,75,70,67,47,66,75,65,52,77,69,48,60,74,76,80,74,66,74,41,49,75,62,66,74,74,66
Pacheco,1900,75,752,741,682,764,46,744,48,42,16,51,15,13,23,53,14,20,29,30,20,62,53,74,24,13,62,26,10,18,16,13,69,43,75,29
Joseph Paintsil,1900,75,901,704,666,784,331,731,92,89,72,69,69,53,68,70,73,44,68,55,68,93,89,70,74,77,71,31,51,32,28,37,81,81,79,47
Sebastián Palacios,1900,75,856,731,69,77,44,662,86,84,76,73,69,67,63,69,69,53,72,65,73,90,84,72,75,75,80,45,53,35,49,45,72,76,60,69
Nicolas Pallois,1900,75,352,54,601,601,752,822,33,36,44,79,57,64,45,51,54,41,70,71,41,48,33,67,64,61,74,74,73,73,77,74,74,64,89,87
José Luis Palomino,1900,75,40,32,54,57,75,83,48,34,26,48,29,32,44,30,60,36,64,60,55,46,45,70,62,54,78,75,78,75,76,73,83,71,90,82
Remko Pasveer,1900,75,73,751,802,751,3310,772,36,28,12,60,16,18,28,61,15,14,39,52,18,36,36,65,37,18,63,13,16,14,18,20,64,35,70,30
Strahinja Pavlović,1900,75,678,43,50,643,746,838,64,69,43,56,36,25,43,31,53,38,60,58,39,57,42,75,68,63,68,74,73,75,74,76,84,78,86,80
Amahl Pellegrino,1900,75,841,742,704,732,403,603,83,84,74,76,75,74,68,72,71,69,69,65,76,84,40,72,74,73,75,41,62,38,33,40,71,82,54,44
Rubén Peña,1900,75,726,691,701,734,722,651,71,73,69,74,66,66,64,65,77,56,75,66,59,74,77,77,74,72,69,71,73,72,73,74,77,69,63,63
Romain Perraud,1900,75,702,72,732,75,72,721,74,67,65,84,78,70,60,71,72,71,75,72,70,73,80,76,74,75,69,75,62,73,73,69,72,77,64,85
Bruno Petković,1900,75,722,72,771,781,39,761,69,75,73,83,57,76,86,84,66,76,81,75,69,73,47,67,84,79,79,23,79,38,41,29,90,68,90,48
Martina Piemonte,1900,75,70,77,57,68,35,71,71,69,83,79,67,67,66,58,48,45,64,55,54,60,61,72,70,69,64,21,77,26,41,27,88,70,82,40
Brianna Pinto,1900,75,86,67,72,74,72,73,85,86,67,69,66,55,70,76,65,56,78,68,67,81,72,79,76,71,68,71,64,77,71,67,81,70,72,76
Gonzalo Piovi,1900,75,742,6613,725,692,743,79,72,75,55,84,73,49,76,70,70,78,74,70,83,72,70,74,70,67,70,74,67,76,75,74,79,82,77,81
Seraina Piubel,1900,75,67,70,73,74,43,56,68,66,75,63,72,45,60,73,73,50,79,73,48,63,58,72,79,77,60,32,44,27,65,45,56,51,58,55
Madison Pogarch,1900,75,90,50,67,69,70,68,91,90,47,54,52,49,43,57,71,48,72,67,65,77,60,73,72,66,68,68,62,71,71,74,81,67,70,63
Portu,1900,75,816,74,72,751,561,761,80,81,73,80,71,72,65,74,74,64,70,70,78,82,81,73,73,74,74,55,69,55,55,53,81,79,72,80
Dennis Praet,1900,75,66,72,762,763,603,651,68,64,70,75,76,70,56,76,74,67,78,77,74,72,65,76,77,77,76,64,58,52,67,60,67,69,62,66
Sanjin Prcić,1900,75,505,60,74,741,711,72,49,50,54,68,65,57,63,73,67,69,78,76,69,70,66,74,77,75,70,73,60,73,73,68,64,79,70,68
Robin Pröpper,1900,75,568,53,621,571,764,792,48,63,44,74,58,34,44,63,40,67,68,73,62,54,44,72,60,54,74,73,78,77,76,73,80,75,82,74
Riqui Puig,1900,75,65,643,73,80,58,501,68,63,63,66,68,56,55,80,60,51,80,77,66,82,85,73,80,80,77,61,49,53,65,53,47,72,33,65
Teemu Pukki,1900,75,77,76,62,721,36,73,77,77,79,75,66,74,79,72,45,42,71,61,53,74,72,80,73,69,79,54,63,30,29,16,78,85,71,64
Vako,1900,75,762,723,702,781,415,694,72,79,71,73,74,66,66,74,68,70,71,64,72,77,86,70,76,80,76,43,58,32,45,34,74,82,73,41
Nuria Rábano,1900,75,75,60,72,73,75,59,73,77,57,63,62,57,63,72,66,60,80,69,55,76,70,77,75,70,73,75,66,75,80,69,67,63,52,70
Uroš Račić,1900,75,642,73,74,731,76,811,60,67,68,80,78,66,72,72,70,59,78,76,70,62,61,74,78,73,73,74,75,75,78,76,84,71,88,73
Nemanja Radonjić,1900,75,88,743,69,74,30,613,89,88,75,77,75,74,57,75,66,54,70,66,68,76,66,74,72,77,68,22,49,31,30,23,72,64,65,43
Raíllo,1900,75,445,36,552,551,762,771,43,44,25,54,39,37,43,46,29,36,76,60,42,32,49,70,63,52,66,75,79,76,77,75,72,89,69,85
André Ramalho,1900,75,6212,59,67,66,761,77,53,69,51,76,71,42,42,67,46,68,75,76,58,68,67,74,68,62,72,76,77,77,75,71,88,76,80,69
Cristian Ramírez,1900,75,83,45,66,77,66,69,85,81,32,70,48,41,47,55,78,65,72,58,48,84,85,70,74,77,72,66,52,68,68,72,71,86,60,68
Moisés Ramírez,1900,75,744,738,696,755,33,749,35,29,8,52,7,6,13,35,13,12,35,16,11,41,44,72,18,9,35,14,14,11,12,12,58,29,57,20
Sandro,1900,75,8012,762,67,75,31,622,79,80,72,85,78,73,69,56,65,76,76,59,80,78,72,71,76,75,65,33,72,25,25,24,81,50,67,62
Noelia Ramos,1900,75,77,75,70,77,45,75,45,45,17,53,13,16,20,22,11,13,20,19,11,55,65,60,20,21,20,15,12,20,14,15,60,40,55,20
Nicolas Raskin,1900,75,702,631,733,775,716,75,74,67,58,71,67,58,58,69,66,67,79,76,69,79,83,80,76,76,79,74,66,70,74,64,75,84,68,82
Kerlly Real,1900,75,76,52,61,66,75,76,75,76,50,61,50,45,55,45,69,40,70,60,49,77,67,70,70,60,77,75,63,75,80,70,79,75,76,75
Megan Reid,1900,75,65,40,49,59,79,66,64,65,35,55,42,33,38,32,28,37,70,62,33,52,58,77,64,56,60,78,72,80,82,79,74,63,66,68
Filipe Relvas,1900,75,663,411,639,603,766,763,63,68,30,58,47,39,43,42,66,53,73,69,59,48,43,79,68,55,73,78,66,78,77,72,76,77,79,67
Devyne Rensch,1900,75,761,56,661,731,722,701,76,76,60,57,50,42,42,64,63,38,75,65,48,75,72,74,75,72,67,72,67,70,75,73,76,77,65,70
Rodrigo Rey,1900,75,73,732,701,762,50,752,55,43,18,53,13,15,23,53,18,17,31,13,17,43,53,70,23,20,62,22,12,18,18,13,66,32,60,33
Diana Gomes,1900,75,71,30,54,58,78,72,72,71,25,45,25,29,43,43,33,35,75,57,46,50,69,69,67,51,63,75,69,80,80,76,78,68,73,72
Marco Richter,1900,75,732,743,681,791,4814,621,85,64,74,77,79,70,56,69,69,54,71,65,60,83,82,75,77,80,76,40,68,38,56,51,79,69,65,41
Luis Rioja,1900,75,77,748,70,77,37,51,80,75,75,78,77,52,69,63,74,68,71,69,72,85,80,68,76,79,62,36,32,42,36,35,49,72,44,41
Connor Roberts,1900,75,78,617,715,723,69,74,79,77,60,67,61,54,41,70,74,47,75,69,67,71,70,68,73,72,66,69,61,70,72,69,76,87,70,67
Marc Roca,1900,75,5611,62,742,731,682,681,55,57,59,66,68,44,68,77,63,52,80,82,66,65,65,72,76,73,79,73,42,74,68,69,55,69,67,72
Marek Rodák,1900,75,76,71,73,76,471,73,51,41,20,55,15,19,23,34,15,17,33,23,13,45,46,73,21,15,51,21,15,8,17,16,68,27,68,21
Kévin Rodrigues,1900,75,73,7110,761,74,701,668,76,70,67,82,79,50,50,70,79,73,78,76,75,73,80,71,77,72,65,68,72,66,73,77,77,70,59,75
Morato,1900,75,67,372,51,61,741,822,66,68,32,55,28,39,44,49,34,27,65,62,26,41,43,75,65,61,75,72,76,74,75,73,80,68,88,83
Paulo Oliveira,1900,75,582,35,521,601,763,751,54,62,25,61,29,36,45,42,36,29,66,65,33,49,39,70,66,60,62,75,75,77,77,77,85,72,78,69
Ricardo Rodríguez,1900,75,692,67,751,75,761,741,67,70,58,78,72,66,80,68,77,82,75,75,80,64,70,75,78,75,77,77,64,78,77,75,74,71,74,77
Sebastián Rodríguez,1900,75,671,67,752,731,682,682,71,64,68,70,65,42,79,75,64,71,80,78,69,71,76,73,78,70,72,75,45,64,74,71,65,74,70,57
Óscar,1900,75,572,75,76,751,56,55,58,56,76,72,82,65,57,78,66,86,79,77,78,64,70,76,78,77,74,70,45,47,62,48,54,58,56,48
Lucía Rodríguez,1900,75,77,54,71,74,73,69,76,78,51,55,54,50,68,70,63,58,80,68,64,73,67,75,75,76,63,70,66,75,77,70,75,73,64,75
Cristian Roldan,1900,75,773,681,702,741,711,801,77,77,64,73,73,58,63,72,66,48,74,70,72,77,84,81,72,72,72,70,67,72,72,69,80,90,74,84
Benjamín Rollheiser,1900,75,833,747,704,772,426,635,84,83,74,76,75,71,70,70,60,71,76,69,71,83,81,70,75,78,75,33,62,41,42,40,71,79,54,62
Lourdes Romero,1900,75,73,72,75,74,30,74,28,32,9,56,7,7,16,46,13,11,25,30,10,34,50,75,18,10,24,10,9,8,13,12,46,36,44,30
Pablo Rosario,1900,75,613,64,683,732,742,79,58,64,59,76,65,57,58,72,59,54,73,69,59,68,66,73,76,72,75,76,69,74,74,71,76,80,81,73
Daniele Rugani,1900,75,532,40,55,612,78,692,51,54,33,61,39,35,36,50,40,25,69,65,45,55,55,72,65,58,72,78,79,78,78,74,79,51,77,71
Mikkel Rygaard,1900,75,655,7310,778,777,6110,662,72,60,73,74,77,70,61,79,74,73,79,76,80,85,88,75,75,75,77,63,48,63,62,60,64,71,63,70
Quinty Sabajo,1900,75,63,65,65,72,59,66,62,63,70,54,69,39,58,74,38,45,78,75,35,59,60,71,77,74,63,74,43,47,71,49,58,72,67,60
Falaye Sacko,1900,75,92,45,621,72,692,73,91,93,43,53,38,45,41,56,68,34,68,58,59,83,74,69,71,70,76,70,63,69,69,69,80,92,66,65
Diadié Samassékou,1900,75,65,49,641,72,751,731,70,60,42,60,54,37,56,63,57,34,72,69,55,79,80,73,72,68,79,85,60,75,74,73,70,80,66,80
Javi Sánchez,1900,75,671,563,562,613,764,761,68,67,56,67,54,21,67,43,34,64,74,69,30,49,53,73,68,57,69,79,73,76,75,75,83,66,82,70
Veatriki Sarri,1900,75,76,70,72,74,67,65,77,76,71,69,70,64,60,75,70,67,75,66,69,71,67,70,76,76,62,70,41,69,71,64,63,75,66,50
Giorgio Scalvini,1900,75,55,312,517,553,786,714,56,55,23,47,31,39,35,49,38,22,68,48,35,38,49,74,67,48,69,78,70,79,80,76,69,68,69,78
Bart Schenkeveld,1900,75,712,40,61,66,752,781,70,72,34,55,35,24,53,58,54,33,70,68,53,64,64,72,71,62,71,74,69,75,77,75,79,75,80,78
Jerdy Schouten,1900,75,602,561,671,742,741,68,63,58,52,64,58,52,57,68,56,33,75,76,56,66,70,75,76,74,73,77,63,76,74,70,68,77,63,69
Marcel Schuhen,1900,75,74,712,731,772,53,734,55,50,19,55,13,14,26,55,19,20,30,28,15,47,48,73,27,22,63,18,14,19,16,18,74,40,78,26
Bibi,1900,75,66,35,66,62,76,75,68,64,30,39,35,40,50,60,66,35,80,60,49,68,65,69,75,50,65,75,65,76,80,74,77,70,78,75
Benjamin Šeško,1900,75,811,744,60,734,42,773,78,84,75,79,71,68,61,61,55,56,66,52,59,74,69,68,76,72,73,32,73,42,42,35,89,73,83,62
Ryan Sessegnon,1900,75,784,641,72,761,702,651,80,77,66,67,55,55,61,75,75,31,76,65,74,77,75,73,77,76,76,71,56,73,73,67,71,73,60,67
Xherdan Shaqiri,1900,75,681,75,772,772,423,62,70,67,69,87,79,73,67,76,77,82,77,76,87,71,85,72,77,78,79,47,45,30,49,48,63,50,70,55
Ahmed Sharahili,1900,75,762,334,618,634,746,802,74,78,31,42,27,28,41,49,62,26,72,64,57,72,69,75,65,58,69,75,80,72,74,72,83,85,82,67
Kayla Sharples,1900,75,53,42,50,63,77,70,54,52,39,53,39,34,36,31,33,30,70,62,36,73,70,76,66,57,64,77,72,79,78,75,77,53,78,68
Jonjo Shelvey,1900,75,373,692,80,711,62,695,43,32,60,85,77,66,71,80,75,73,82,86,69,51,63,69,77,72,78,64,63,60,63,58,65,55,71,83
Djibril Sidibé,1900,75,72,62,71,72,72,77,68,75,60,69,68,42,43,69,74,70,69,71,77,69,68,75,73,71,75,72,69,72,72,71,76,82,75,76
Leonardo Sigali,1900,75,651,51,603,621,752,76,65,65,50,69,37,31,64,60,41,35,74,69,38,60,63,74,65,58,67,74,77,75,75,73,84,64,80,80
Alejandro Silva,1900,75,861,68,72,741,63,731,83,88,66,70,71,52,80,75,68,72,74,69,70,81,83,69,71,75,71,66,65,69,58,55,77,87,64,75
Martín Silva,1900,75,771,73,72,792,31,73,30,32,13,54,15,13,25,47,9,12,38,33,13,34,39,62,17,11,66,23,9,24,18,13,46,23,43,33
David Silva,1900,75,62,69,74,74,54,68,56,66,72,70,71,42,59,82,65,66,77,73,66,68,72,81,82,68,81,53,39,54,58,59,57,72,71,59
Cesinha,1900,75,821,76,711,75,32,742,79,84,75,78,78,71,75,74,70,76,72,67,68,77,76,73,76,75,67,26,64,42,18,20,81,78,77,61
Gijs Smal,1900,75,732,615,767,715,696,744,76,70,57,68,68,40,54,70,83,69,77,76,77,52,62,73,75,73,69,66,59,72,72,71,71,76,77,66
Kirsty Smith,1900,75,79,34,60,61,73,56,79,79,25,60,25,18,45,42,75,44,67,51,63,70,80,73,68,52,57,73,64,76,73,72,67,69,48,59
Dominic Solanke,1900,75,721,74,64,73,28,791,65,78,76,76,69,75,72,71,54,47,72,59,56,64,67,74,72,75,75,22,74,21,25,22,81,86,79,68
Pablo Solari,1900,75,86,73,67,75,26,68,90,83,76,73,70,66,65,71,73,65,69,55,57,82,70,72,74,76,66,18,60,26,23,21,73,72,70,56
Alice Sombath,1900,75,68,37,64,63,77,66,65,71,33,49,31,33,32,48,68,29,77,63,66,60,63,74,69,59,65,73,75,78,80,76,76,58,68,69
Asger Sørensen,1900,75,57,431,592,613,775,764,39,72,35,68,33,38,56,58,47,57,67,63,48,52,48,76,66,58,67,79,73,79,75,72,75,66,85,64
Nicoline Sørensen,1900,75,67,70,75,75,39,70,69,66,70,73,69,67,59,78,70,66,80,68,69,66,49,77,79,77,76,36,76,33,37,31,84,65,77,56
Boubakary Soumaré,1900,75,671,56,73,74,70,773,64,69,51,64,58,53,52,76,65,53,78,77,65,59,63,73,78,75,76,71,63,70,73,69,76,72,81,73
Ricardo Esgaio,1900,75,69,66,74,76,69,661,70,69,65,69,64,60,74,75,77,51,76,68,78,77,80,71,78,74,78,67,56,67,74,73,72,78,59,68
Walace,1900,75,66,661,68,701,722,761,64,68,58,78,75,66,58,70,50,52,79,74,60,60,66,70,75,69,72,74,63,71,74,69,73,79,74,80
Bianca St-Georges,1900,75,69,60,73,74,70,78,68,69,66,54,58,52,41,68,77,61,78,68,71,75,70,77,78,73,62,73,56,66,76,70,75,78,81,70
Anton Stach,1900,75,722,67,74,712,74,791,70,73,58,84,78,54,51,76,70,64,76,73,71,62,44,76,75,72,68,85,76,66,77,66,86,79,81,73
Josip Stanišić,1900,75,787,39,602,662,765,723,70,84,39,48,32,29,37,44,65,23,73,60,57,66,64,72,69,65,55,73,76,77,77,74,83,70,74,69
Zack Steffen,1900,75,772,74,732,784,53,711,54,52,9,55,12,8,37,58,14,11,52,52,13,58,49,68,31,15,58,19,13,13,12,12,68,39,69,31
Judith Steinert,1900,75,76,53,63,68,75,68,78,74,59,55,40,35,61,53,61,38,76,58,59,74,47,74,74,64,64,75,67,76,75,75,77,72,68,62
Kevin Stöger,1900,75,582,662,782,742,6019,631,62,55,64,70,70,62,50,82,74,72,79,77,70,78,78,78,76,71,72,67,45,62,62,53,59,75,63,50
Abbey-Leigh Stringer,1900,75,46,66,68,69,72,83,62,33,69,69,60,56,56,70,52,53,77,75,53,39,35,69,75,74,74,70,65,69,78,72,80,68,90,86
Luis Javier Suárez,1900,75,841,77,643,714,40,773,83,84,79,81,71,71,69,66,66,60,66,57,68,74,75,76,68,73,63,44,66,26,48,28,82,79,75,76
Denis Suárez,1900,75,639,711,783,783,64,541,67,60,71,74,72,68,63,79,75,70,79,78,82,79,76,76,79,78,74,70,49,69,65,49,58,57,55,47
Heorhii Sudakov,1900,75,754,728,719,743,5213,641,76,75,71,73,80,64,48,79,56,62,76,73,61,74,73,69,74,75,73,36,68,55,54,56,77,72,68,40
Sullastres,1900,75,77,70,71,78,48,74,50,46,17,53,14,17,28,22,12,14,22,20,12,58,65,69,21,20,21,18,13,29,15,16,58,41,49,17
Serhiy Sydorchuk,1900,75,66,681,68,69,71,73,68,65,62,78,74,69,61,70,50,49,78,73,66,57,48,76,72,70,76,77,47,73,75,68,66,78,73,68
Damian Szymański,1900,75,723,661,671,702,734,802,71,73,67,68,67,61,48,71,53,54,71,73,66,70,68,70,71,69,70,75,67,74,72,72,79,86,76,85
Marcus Tavernier,1900,75,78,727,712,773,59,621,79,77,72,75,75,62,63,72,70,58,72,67,80,78,79,73,76,79,73,59,50,56,65,55,68,80,60,41
Greg Taylor,1900,75,72,523,744,743,724,711,70,74,43,66,54,43,59,76,70,58,80,72,70,78,81,70,74,73,75,72,53,75,75,71,66,82,66,72
Kenneth Taylor,1900,75,733,69,782,762,643,715,85,64,68,75,70,62,56,77,75,71,80,79,75,75,69,71,77,76,75,64,55,66,65,62,68,80,68,68
Nahuel Tenaglia,1900,75,71,43,65,72,741,801,71,71,37,47,51,39,40,68,68,40,70,61,45,74,78,73,70,72,76,76,74,77,71,74,84,84,77,82
Tarik Tissoudali,1900,75,724,73,68,82,27,577,74,71,77,71,67,72,67,72,62,66,72,57,73,86,77,70,80,84,78,20,58,26,21,26,71,55,66,33
Virginia Torrecilla,1900,75,69,65,74,73,72,71,68,70,61,65,78,48,55,70,70,62,78,77,78,61,68,74,77,73,67,71,56,73,75,76,69,69,70,76
Cenk Tosun,1900,75,667,772,672,721,36,724,65,67,77,78,74,74,78,65,66,73,69,65,72,66,66,77,74,72,74,31,77,33,34,15,81,67,72,75
Bertrand Traoré,1900,75,761,72,721,81,45,622,75,77,73,73,68,71,69,73,71,73,74,66,79,85,59,68,85,81,74,54,66,40,40,37,74,55,65,60
Adama Traoré,1900,75,871,724,644,752,23,601,86,88,80,67,65,58,58,66,70,41,66,57,52,78,74,73,74,76,73,22,55,22,14,18,74,68,63,39
Felix Uduokhai,1900,75,67,39,53,59,761,751,66,67,33,62,35,24,38,49,35,31,70,59,34,66,63,75,65,49,72,75,77,75,78,76,79,63,83,67
Michelle Ulbrich,1900,75,58,55,68,69,77,73,54,62,52,63,53,44,58,63,57,62,77,75,55,68,70,74,73,66,64,76,74,79,78,69,74,76,71,73
Aurélio Buta,1900,75,8013,601,693,773,673,671,89,73,54,71,62,49,61,69,77,41,71,65,62,85,86,73,76,76,76,71,42,69,70,68,66,77,60,74
Deniz Undav,1900,75,671,791,701,741,32,724,66,67,80,79,76,79,74,77,67,66,72,62,74,68,70,74,77,73,79,18,66,25,37,29,74,66,74,72
Mark Uth,1900,75,675,77,74,76,40,626,71,64,75,83,78,74,67,75,72,78,75,72,80,74,68,77,77,76,74,39,67,34,39,36,74,51,66,61
Olivia Van der Jagt,1900,75,66,55,65,68,75,63,65,66,55,59,57,39,51,67,41,56,77,75,40,62,61,72,74,66,67,78,48,77,79,74,60,69,60,63
Milan van Ewijk,1900,75,921,5419,604,703,704,723,91,93,52,68,49,48,41,54,69,37,66,50,50,77,73,66,68,71,65,70,60,70,73,70,80,82,68,68
Maarten Vandevoordt,1900,75,774,744,738,763,40,7310,41,39,7,55,5,4,15,51,21,8,38,44,10,52,37,68,27,22,52,14,15,11,10,18,61,37,59,16
